Agents  ,Total,Retire,Current,Future
male-regular,0.204284335715742,-0.754977756364006,0.101577628670826,0.59979178149243
female-regular,-0.113561760373104,-1.51896759563585,-0.189242540267589,0.431895261492661
male-contingent,0.0159270515774012,-1.23324727684975,-0.0333884016573751,0.492588377021264
female-contingent,-0.402224452579414,-2.25047488937225,-0.423612152420404,0.279588297091159
