Agents  ,Total,Retire,Current,Future
male-regular,3.55549560581296,-0.129054341589562,3.25929935193655,4.9927489349395
female-regular,2.9210478162153,-0.234392663280595,2.0901821468811,4.41427379502737
male-contingent,4.43351587956102,0.286560165571103,4.50617070655475,5.8665864126411
female-contingent,3.41992768482596,-0.000455154061011928,2.83018407019768,4.89721922037461
