Agents  ,Total,Retire,Current,Future
male-regular,4.35547734907192,1.77554558415447,5.91021466108214,4.56087565949263
female-regular,3.66531948743827,1.08146351978132,4.60028463965298,4.15381976035071
male-contingent,4.48529854270863,0.538058646120913,6.10542412977468,5.14436667364397
female-contingent,3.40202392095992,-0.122986427458633,4.28331179128628,4.24765430510096
