Agents  ,Total,Retire,Current,Future
male-regular,0.553565642061218,-1.74063494881839,-0.184412876879017,1.70009144037533
female-regular,0.0367725354970663,-2.34814101749055,-0.807005346799665,1.26345919264777
male-contingent,-0.136633987710962,-2.8515525350279,-0.930478730304232,1.184024220095
female-contingent,-0.687998890076849,-3.42617205806926,-1.63096236016501,0.708661888041352
