Agents  ,Total,Retire,Current,Future
male-regular,0.192376655808382,-0.799450555951642,0.0746913501360061,0.596515960524117
female-regular,-0.130897855746767,-1.5892530567693,-0.226650012410081,0.428205973401091
male-contingent,-0.000779118626158917,-1.30805320520435,-0.0612185015928987,0.488860934542931
female-contingent,-0.42629653247083,-2.35830791979051,-0.463471372979757,0.273635451156345
