Agents  ,Total,Retire,Current,Future
male-regular,3.99176148596721,2.45506663263242,6.11351078690062,3.57060594379261
female-regular,3.4214206330209,1.42944843378785,5.0581368084457,3.38169133078899
male-contingent,4.55538848364372,1.68003508509302,6.8994700144768,4.5064359590153
female-contingent,3.50052735219725,0.385590322151665,5.269204094656,3.7978237425099
