Agents  ,Total,Retire,Current,Future
male-regular,3.98692932313413,2.39129992838077,6.23207760983924,3.54663624545121
female-regular,3.42429188026391,1.39436229003893,5.19015184563427,3.35978447426829
male-contingent,4.56483651924844,1.66232327994399,7.06710053850738,4.48290314296873
female-contingent,3.51563868034144,0.400637394289981,5.43545693833992,3.77572175799721
